NAME	ALTERNATIVENAMES	SHORTDESCRIPTION	DATEOFBIRTH	PLACEOFBIRTH	DATEOFDEATH	PLACEOFDEATH	LATITUDE	LONGITUDE
Roth, Heinrich	 	German missionary	December 18, 1620	Dillingen an der Donau	June 20, 1668	Agra	48.60472	10.5325
Rothenberg, Karly	 	American actor	October 29th	Denver, Colorado, United States	 		39.67772	-104.96144
Rotherham, Thomas	Scot, Thomas	Lord Privy Seal; Lord Chancellor; Bishop of Rochester; Bishop of Lincoln; Archbishop of York	24 August 1423	Rotherham, South Yorkshire	29 May 1500	Cawood Palace	53.41667	-1.25
Rottmayr, Johann Michael	 	Painting	1656-12-11	Laufen an der Salzach	1730-10-25	Mougins, France	42.5	1.48333
Rousseau, Jacques	 	French artist	June 4, 1630	Paris	December 16, 1693	London	48.86694	2.78207
Rousselet, Francois Louis De, Marquis De Chateaurenault	 	Admiral	1637	Paris, France	November 15, 1716		48.86694	2.78207
Royston, Peter	peter Roy Watson	dancer/choreographer/director	6.2.52	 London	 		51.53223	-0.04905
Ruben I, Prince Of Armenia	 	Prince of Armenia	1025	''(unknown)''	1095	Kormogolo	42.5	1.48333
Ruben Ii, Prince Of Armenia	 	Prince of Armenia	1165	(unknown)	1170	Hromgla	42.5	1.48333
Ruben Iii, Prince Of Armenia	 	Ruler of Cilician Armenia	1145	(unknown)	May 6, 1187	Monastery of Drazark	42.5	1.48333
Rubini, Giambattista 	 	Roman Catholic cardinal	1642	Venice	February 17, 1707	Rome	45.25	13
Ruchrat, Johann	 	German scholastic theologian	early in the 15th century	Oberwesel	1481	Mainz	50.1	7.73333
Rudolf II	 	Holy Roman Emperor	18 July 1552	Vienna, Austria	20 January 1612	Prague, Bohemia	48.20849	16.37208
Rudolph Augustus, Duke of Brunswick-Lüneburg	Rudolph August of Brunswick-Wolfenbüttel	Duke of Brunswick-Lüneburg, Prince of Wolfenbüttel (1666-1704)	16 May 1627	Hitzacker	26 January 1704	Hedwigsburg (now part of Kissenbrück)	53.15254	11.04418
Rudolph I	Rudolph I of Germany; Rudolph of Habsburg; Rudolf von Habsburg; Rudolfus	King of the Romans	1 May 1218	Limburg im Breisgau	15 July 1291	Speyer	42.5	1.48333
Rudolph, Louis, Duke of Brunswick-Lüneburg	Ludwig Rudolf von Braunschweig-Wolfenbüttel (German)	Duke of Brunswick-Wolfenbüttel (1731-1735)	22 July 1671	Wolfenbüttel	1 March 1735	Braunschweig|Brunswick	52.1578	10.5579
Rudyard, Thomas	 	American politician	1640	Rudyard, Staffordshire, England	2 November 1692	St. Michael, Barbados	46.21312	-84.61979
Ruggedman	Michael Stephens	Nigerian rapper	September 20	Ohafia, Abia State, Nigeria	 		5.62605	7.83061
Ruisdael, Jacob Isaacksz Van	Jacob van Ruisdael	Dutch artist known as one of the great masters of landscape painting	1628	Haarlem	14 March 1682	Amsterdam or Haarlem	-30.47462	18.66011
Ruiz, Lorenzo	 	Filipino saint	1600	Binondo, Manila, Philippines	29 September 1637	Nishizaka, Nagasaki Prefecture|Nagasaki, Japan	14.6	120.9667
Rumwold of Buckingham	St Rumbold	English infant saint	662	Walton Grounds near King's Sutton, Northamptonshire	662		52.25	-0.83333
Ruoppolo, Giovan Battista	 	Italian painter	1629	Naples	1693		34.97785	-97.7142
Rupert II, Elector Palatine	Ruprecht II., der Harte (German)	Elector Palatine (1390-1398)	12 May 1325	Amberg	6 January 1398	Amberg	49.76667	5.86667
Rupert Of The Rhine, Prince	 	German prince	17 December 1619	Prague	29 November 1682	Westminster, Middlesex, England	50.10083	14.26
Rupert, King of Germany	Ruprecht III. Pfalzgraf bei Rhein (German)	King of the Romans (1400-1410) and Elector Palatine (1398-1410)	5 May 1352	Amberg	18 May 1410	Landskron Castle, Oppenheim	49.76667	5.86667
Russell, John	 	American theologian	1626	Ipswich, England	December 10, 1692	Hadley, Massachusetts	45.4632	-99.02969
Ruysch, Frederik	 	Dutch botanist	March 28, 1638	The Hague	February 22, 1731	Amsterdam	52.08019	4.32535
Ruysch, Rachel	Ruisch	18th century painter from the Northern Netherlands	1664	The Hague	1750		52.08019	4.32535
Ruyter, Michiel De	 	Dutch admiral	24 March 1607	Flushing, Netherlands|Flushing, Zeeland, Dutch Republic	29 April 1676	Bay of Syracuse, Sicily|Syracuse (Fatally wounded by a cannonball during the Battle of Agosta)	40.14731	-81.1316
Ryan, Roma	 	Irish writer	20 January	Belfast, Northern Ireland	 		-18.23382	29.6473
Ryer, Pierre du	 	French dramatist	1606	Paris	November 6, 1658	Paris	48.86694	2.78207
Rysbrack, John Michael	Johannes Michel	Sculptor	27 June 1694	Antwerp, Holland	8 January 1770	Vere Street, Westminster, London, England	42.2009	-85.82171
Sa De Miranda, Francisco De	 	Portuguese poet	28 August 1481	Coimbra, Kingdom of Portugal	17 May 1558	Amares, Portugal|Amares, Kingdom of Portugal	-23.59538	-50.14227
Sa, Estacio De	 	Portuguese soldier	1520	Santarém, Portugal	1567	Rio de Janeiro, Brazil	-8.51667	14.43333
Saadat Khan Of Awadh	 	Indian politician	1680	Nishapur, Greater Khorasan|Khurasan, Persia	19 March 1739	Delhi, India	42.5	1.58333
Sabbas the Goth	 	Christian martyr and saint	334	Buzău river valley, Romania	372	Buzău river valley, Romania	15.32495	44.19532
Sabellicus, Marcus Antonius Coccius	 	Italian historian	1436	Vicovaro	1506	Venice	42.01962	12.90088
Sacchi, Andrea	 	Italian painter	30 November 1599	Nettuno, near Rome	21 June 1661	Nettuno, Italy	41.48261	12.67899
Sachs, Hans	 	German writer	5 November 1494	Nuremberg	19 January 1576	Nuremberg	49.49575	11.07576
Sacrobosco, Johannes de	Johannes de Sacro Bosco; John of Holywood	astronomer. mathematician	1195	Sacrobosco	1256	Paris	42.5	1.48333
Sadler, Ralph	 	English politician	1507	Hackney (parish)|Hackney, Middlesex	30 March 1587	Standon, Hertfordshire	-34.90956	138.61285
Saenredam, Pieter Jansz	 	Dutch painter	9 June 1597	Assendelft	31 May 1665	Haarlem	42.5	1.58333
Saffari, Ya'qub-i Laith	Yaqub son of Layth	Founder of the Saffarid dynasty at Zaranj in what is now Afghanistan	840	Qarnin (Karnin), Sistan	879	Baghdad, Iraq	42.56667	1.68333
Saffioti, Salli	 	American actor	June 11	Oceanside, NY 	 		33.21781	-117.35282
Sagredo, Gerard	 	Italian Benedictine monk, bishop and martyr	980	Venice, Republic of Venice	24 September 1046	Budapest, Kingdom of Hungary	45.25	13
Sahagun, Bernardino De	 	Spanish mesoamericanist	1499	Sahagún, Spain|Sahagún, Kingdom of Spain	February 5, 1590	Tlatelolco (Mexico City)|Tlatelolco, Mexico	-2.75	-70.35
Said	 	Iraqi Imam	665	Ibn Abbas &lt;/small&gt;	714		42.5	1.48333
Saigyo	 	Japanese poet	1118	Kyoto	1190		35.02107	135.75385
Saint Gregory Babarigo	 	Roman Catholic saint	16 September 1625	Venice	18 June 1697	Padua, Republic of Venice (modern-day Italy)	45.25	13
Saint Senan	 	Irish saint	488	Kilrush, County Clare, Ireland	 		52.63972	-9.48333
Saint-Castin, Jean-Vincent	 	French soldier	1652	Escout, Béarn, France	1707		43.18333	-0.55
Saint-Cher, Hugh of	 	Catholic cardinal	1200	Saint-Cher, Dauphiné	19 March 1263	Orvieto, Papal States	45	5.25
Saint-Etienne De La, Charles De	 	List of Acadian governors|Governor of Acadia	1593	France	1666	Cape Sable Island, Nova Scotia	15.33712	44.2012
Saint-Evremond, Charles De	 	French writer	1 April 1610	Saint-Denis-le-Guast, near Coutances, in Normandy, France	29 September 1703	London, England	42.5	1.58333
Saint-Vallier, Jean-Baptiste De La Croix De Chevrieres De	 	Catholic bishop	November 14, 1653	Grenoble, France	December 26, 1727	Quebec City, Canada, New France	45.36294	5.32938
Saint-Vincent, Gregoire de	 	Jesuit, mathematician	22 March 1584	Bruges	5 June 1667	Ghent	44.87981	-0.61219
Sakakibara Yasumasa	 	Daimyo	1548	Mikawa Province, Japan	June 19, 1606	Edo, Japan	41.5	135
Sakuma Nobumori	 	Retainer for the Oda clan	1528	Owari Province	February 18, 1582		42.5	1.48333
Salazar, Domingo de	 	Filipino bishop	1512	La Rioja (Spain)|La Rioja, Spain	December 4, 1594	Manila, Philippines	42.46311	-2.42455
Salernitano, Masuccio	 	Italian poet	1410	Salerno or Sorrento	1475	Salerno	42.5	1.48333
Sales, Francis de	François de Sales (French)	French bishop and saint	August 21, 1567	Château de Thorens, Savoy, France	December 28, 1622	Lyon, France	63.36667	78.33333
Salisbury, Alice Montagu, Countess Of	 	English noblewoman	1407	England	9 December 1462		38	-61
Salisbury, Margaret Pole, 8th Countess Of	 	Peeress	14 August 1473	Farleigh Hungerford Castle, Somerset	27 May 1541	Tower of London, London	-17.85098	31.90482
Salisbury, William Montacute, 2nd Earl Of	 	Military commander	25 June 1328	Donyatt, Somerset, England	3 June 1397		-17.85098	31.90482
Sallo, Denis de	Sieur d'Hédouville (pseudonym)	writer, legal scholar, editor	1626	Paris	May 14, 1669	Paris	48.86694	2.78207
Salome	Salomé; Daughter of Herodias	Biblical figure	14 AD	Judea	62 - 71 AD	Judea	3.26574	-76.37844
Salutati, Coluccio	 	Italian politician	16 February 1331	Stignano	4 May 1406		38.41608	16.47031
Salvatierra, Juan Maria De	 	Italian Jesuit priest and missionary	November 15, 1648	Milan, Duchy of Milan, Holy Roman Empire	July 17, 1717	Guadalajara, Jalisco, Nueva Galicia, Spanish Empire	42.12889	19.5875
Samani, Ismail	 	Tajikistani missionary	849	Fergana	907		40.38735	71.80904
Sambandar	 	Nayanar saint	644	Sirkali	660		42.5	1.58333
Sambhaji	 	Maratha ruler	14 May 1657	Purandar Fort, near Pune, India	11 March 1689	Tulapur-Vadhu, Dist. Pune, Maharashtra, India.	42.56667	1.48333
San Vitores, Diego Luis De	 	Spanish missionary	November 12, 1627	Spain	April 2, 1672	Guam	17.1859	-89.01033
Sancha, Infanta Of Portugal	 	Portuguese infanta	2 February 1264	Kingdom of Portugal	1302	Seville	42.5	1.48333
Sanchez Cotan, Juan	 	Spanish artist	June 25, 1560	Orgaz, near Toledo, Spain|Toledo.	September 8, 1627	Granada , Spain	42.56667	1.48333
Sancho 02 Of Leon And Castile	 	King of Leon and Castile	1040	Zamora, Spain|Zamora	1072	Zamora, Spain|Zamora	-18.45447	-65.20319
Sancho 02 Of Portugal	 	King of Portugal	8 September 1209	Coimbra, Kingdom of Portugal	4 January 1248	Toledo, Spain|Toledo, Kingdom of Castile	-23.59538	-50.14227
Sancho Alfonso, 1st Count of Alburquerque	Don Sancho Alfonso de Castilla, Infante de Castilla, 1. Conde de Alburquerque, Badajoz|Alburquerque (Spanish)	Illegitimate son of Alfonso XI of Castile	1342	Sevilla	1374-3-19	Burgos	11.02278	122.85333
Sancho I	Sanctius I (English); Infante Sancho of Portugal (earlier title); Infante Sanctius of Portugal (English earlier title); Sancho I, King of Portugal and Algarve (alternative); Sancho I, King of Portugal and of the Algarves (alternative); Sancho I, King of Portugal and Silves (alternative); Sanctius I, King of Portugal and Algarve (alternative); Sanctius I, King of Portugal and of the Algarves (alternative); Sanctius I, King of Portugal and Silves	King of Portugal	11 November 1154	Coimbra, Portugal	26 March 1212	Coimbra, Portugal	-23.59538	-50.14227
Sancho III of Castile	 	King of Castile	1134	Toledo, Spain|Toledo	31 August 1158	Toledo, Spain|Toledo	-34.74222	-56.09833
Sancroft, William	 	Archbishop of Canterbury	30 January 1617	Ufford Hall, Fressingfield, Suffolk, England	24 November 1693	Ufford Hall, Fressingfield, Suffolk, England	52.34745	1.31767
Sanctis, Michael De	savior××‘’	Spanish saint	September 29, 1591	Vic, Catalonia, Kingdom of Spain	April 10, 1625	Valladolid, Old Castile, Kingdom of Spain	-28.85	-49.8
Sanctorius	 	Italian biologist	29 March 1562	Capodistria	22 February 1636	Venice	42.5	1.58333
Sande, Francisco de	 	Spanish colonial governor	1540	Cáceres, Spain	1627	Mexico	-16.42263	-57.71082
Sandoval, Andrew	 	American musician	January 5	Santa Monica, California	 		34	-118.5
Sandt, Maximilian van der	 	Dutch theologian	17 April 1578	Amsterdam, Hapsburg Netherlands	21 June 1656	Free city of Cologne, Hapsburg Empire	52.3688	4.89017
Sandys, Edwin	 	Archbishop of York	1519	Esthwaite Hall	1588		42.5	1.48333
Sandys, George	 	English traveller, colonist and poet	2 March 1577	Bishopsthorpe	March 1644	Boxley, near Maidstone, Kent	42.5	1.48333
Sanetsu, Honinbo	 	Japanese Go player	1611	Japan	1658	Japan	41.5	135
Sanga, Rana	 	Indian maharaja	April 12, 1484	Malwa, Rajasthan, India	March 17, 1527	Kalpi, India	-13.90803	27.81895
Sanjo, Emperor	 	Japanese emperor	February 6, 975	Heian Kyō (Kyōto)	June 5, 1017	Sanjō In (三条院), Heian Kyō (Kyōto)	42.5	1.48333
Sankardev, Srimanta	 	Founder of Ekasarana dharma, literary genres 	1449	Bardowa	1568	Cooch Behar	42.5	1.48333
Sanmichele, Michele	 	Architect	1484	San Michele Extra	1559	Verona	42.5	1.58333
Santa Maria, Francisco Ayerra de	 	Puerto Rican poet	1630	San Juan, Puerto Rico	1708	Mexico	18.46633	-66.10572
Santerre, Jean-Baptiste	 	French painter	1650	Magny-en-Vexin	21 November 1717	Paris	49.15515	1.78669
Santo, Mariano	 	Italian surgeon	1488	Barletta	1577	Rome	41.25097	16.17599
Sanvito, Bartolomeo	 	Renaissance scribe	1435	Padua	1511	Padua	-19.88333	-50.18333
Sapieha, Jan Piotr	 	Polish noble	1569	Bykhov/Mogilev	October 15, 1611	Moscow Kremlin	42.5	1.48333
Sapieha, Lew	 	Polish-Lithuanian noble	April 4, 1557	near Vitebsk, Belarus	July 7, 1633	Vilnius, Lithuania	54.3833	30.4061
Sarathkumar, Radhika	 	Actress	August 21	Colombo, Sri Lanka	 		6.9425	79.8629
Sarkander, John	 	Czech saint	December 20, 1576	Skoczów, Poland	March 17, 1620	Olomouc	49.80089	18.7877
Sarpi, Paolo	 	Italian writer	August 14, 1552	Venice	January 15, 1623	Venice	45.25	13
Sarro, Domenico Natale	Sarri, Domenico Natale	Italian composer	24 December 1679	Trani, Apulia, Italy	25 January 1744	Naples, Italy	41.25097	16.17599
Sasportas, Jacob ben Aaron	 	rabbi, cabalist, and anti-Shabbethaian	1610	Oran	April 15, 1698	Amsterdam	40.1795	-89.2005
Sauli, Alexander	 	Italian saint	15 February 1535	Milan	11 October 1592	Calozza	42.12889	19.5875
Saunderson, Nicholas	 	English mathematician	1 January 1682	Thurlstone, Yorkshire, England	19 April 1739	Cambridge, England	53.5273	-1.64975
Sava II	 	Archbishop of Serbs	1201	Stari Ras|Ras	1271		14.29535	43.68169
Savage, Thomas	 	Bishop of Rochester; Bishop of London; Archbishop of York	1463	Clifton, Cheshire.	3 September 1507	Cawood Castle, Yorkshire.	-20.51375	28.33385
Savaria, Hadrian à	Savaria, Hadrian	English theologian	1532	Hesdin, Artois, Flanders (now France)	January 15, 1612	Canterbury, Kent, England	50.40114	2.10145
Savery, Roelant	Saveri, Roeland(t) Maertensz; de Savery	painter	1576	Kortrijk	buried 25 February 1639	Utrecht	50.83321	3.27504
Savić, Sonja	Savić, Sonja	Actress	15 Septembe	Cacak, Yugoslavia	23 September 2008	Belgrade, Serbia	44.81838	20.46787
Savonarola, Girolamo	 	Italian Dominican friar	September 21, 1452	Ferrara, Italy	May 23, 1498	Florence, Italy	27.33431	-100.15656
Savoy, Maud Of	 	Queen of Portugal	1125	County of Savoy	1158	Coimbra, Kingdom of Portugal	42.5	1.48333
Savoy, Prince Eugene Of	 	Austrian Field Marshal	18 October 1663	Catherine de' Medici's building projects#Hôtel de la Reine|Hôtel de Soissons, Paris	21 April 1736	Vienna	48.86694	2.78207
Savoy-Carignano, Eugene-Maurice	 	italian noble	March 2, 1635	Chambéry, Savoy	June 6, 1673	Unna, Westphalia	45.63805	5.88022
Savoy-Nemours, Marie Jeanne Of	 	Duchess of Savoy	11 April 1644	Hôtel de Nemours, Paris, France	15 March 1724	Palazzo Madama, Turin|Palazzo Madama, Kingdom of Sardinia	48.86694	2.78207
Saxe, Maurice, Count of	 	Marshal General of France	28 October 1696	Goslar	20 November 1750	Château de Chambord	51.9191	10.4167
Sayed, Sada Mohmad	 	Indian actor	17 February	Ratnagiri, Maharashtra, India	 		17.0136	73.3278
Sayeed, Abdullah Abu	 	Bangladeshi writer	o5th July	Calcutta, British India	 		18.3618	-88.43878
Sayle, William	 	American politician	1590	England	 	Bahamas	38	-61
Scala, Mastino II della	 	Lord of Verona	1308	Verona	June 3, 1351	Verona	-17.27816	31.07613
Scandella, Antonio	 	Italian composer	January 17, 1517	Bergamo, Italy	18 January 1580	Dresden, Germany	45.69798	9.66895
Scarborough, Edmund	 	American politician	1617	England	1671	Virginia	38	-61
Scarlatti, Domenico	Scarlatti, Giuseppe Domenico (full name)	Italian composer	26 October 1685	Naples, Kingdom of Naples	23 July 1757	Madrid	34.97785	-97.7142
Schalcken, Godfried	 	Dutch painter	1643	Dordrecht	1706-11-16	The Hague	-33.5	101.33333
Schedel, Hartmann	 	German cartographer	13 February 1440	Nuremberg	28 November 1514	Nuremberg	49.49575	11.07576
Scheemakers, Peter	 	 Flemish sculptor	1691-01-16	Antwerp (city)|Antwerp	1781-09-12	Antwerp (city)|Antwerp	42.2009	-85.82171
Scheidt, Samuel	 	German composer, organist and teacher	bapt. 3 November 1587	Halle, Saxony-Anhalt|Halle, Germany	24 March 1654	Halle, Germany	10.38333	45.41667
Schein, Johann Hermann	 	German composer	20 January 1586	Grünhain, near Annaberg	19 November 1630	Leipzig	50.6	12.83333
Scheiner, Christoph	 	Jesuit father, physicist and astronomer	25 July 1573 or 25 July 1575	Markt Wald near Mindelheim, Swabia	18 July 1650	Nysa, Poland|Neisse, Upper Silesia	42.56667	1.68333
Schelandre, Jean de	 	French poet	1585	Verdun, France	1635	Saumaznes	45.71667	15.1
Scholastica	 	Italian saint	480	Nursia, Umbria, Italy	543	near Monte Cassino	42.40313	12.56777
Schomberg, Meinhardt Schomberg, 3rd Duke Of	 	English general	30 June 1641	Cologne, Germany	5 July 1719	RAF Uxbridge#History|Hillingdon, London, England	45.58138	9.94136
Schonborn, Damian Hugo Philipp Von	 	Roman Catholic cardinal	19 September 1676	Mainz	19 August 1743	Bruschal	35.36182	71.92937
Schott, Andre	Schottus, Andreas	Jesuit priest, academic, linguist, translator, editor	12 September 1552	Antwerp	23 January 1629	Antwerp	42.2009	-85.82171
Schultens, Albert	 	Dutch philologist	1686	Groningen	26 January 1750	Leiden	-30.11278	26.58498
Schultz, Georg Daniel	 	Polish artist	1615	Gdańsk|Danzig, Royal Prussia|Polish Prussia	1683	Danzig, Polish Prussia	54.35205	18.64637
Schuppen, Jacob Van	 	French painter	January 26, 1670	Fontainebleau	January 29, 1751	Vienna	-26.10302	27.97084
Schuyler, Pieter	 	British colonial military leader, acting governor of New York	17 September 1657	Beverwyck, New Netherland	19 February 1724	British Province of New York	42.5	1.58333
Schwerin, Kurt Christoph Graf Von	 	German general 	26 October 1684	Löwitz, Swedish Pomerania	6 May 1757	Prague, Bohemia	53.71669	13.72495
Scorailles, Marie Angelique De	 	French duchess	1661	Auvergne (province)|Auvergne, France	28 June 1681	Port-Royal Abbey, Paris|Abbaye de Port Royal, France	-15.68359	130.00966
Scorel, Jan van	 	painter	1495	Schoorl	6 December 1562	Utrecht	42.5	1.58333
Scriverius	 	Dutch historian	12 January 1576	Haarlem	30 April 1660	Haarlem	-30.47462	18.66011
Sebastian Of Portugal	 	King of Portugal	20 January 1554	Palace of Ribeira, Lisbon, Kingdom of Portugal	4 August 1578	Field of the Three Kings, Ksar-el-Kebir (Alcácer-Quibir), Morocco|Kingdom of Morocco	38.76529	-9.09518
Sebuktigin	Sebuktegin, Sebuk Tigin	Founder of the Ghaznavid Empire	942	Barskon|Barskhan district, Kyrgyzstan	997	Between Balkh and Ghazni, Afghanistan	42.18292	77.56873
Seckendorff, Veit Ludwig von	 	German politician	December 20, 1626	Seckendorf	December 18, 1692	Halle an der Saale	42.5	1.58333
Secker, Thomas	 	Archbishop of Canterbury	1693	Sibthorpe, Nottinghamshire	3 August 1768		53.16667	-1
Sednaoui, Stephane	 	Director, photographer, producer	February 27	Paris, France	 		48.86694	2.78207
Seeley, Robert	Seely, Seelye	Early Puritan settler in Massachusetts	1602	Huntingdonshire	1668	New York City	42.5	1.58333
Seguier, Pierre	 	Ancien Régime office-holder	28 May 1588	Paris, France	28 January 1672	Saint-Germain-en-Laye, France	48.86694	2.78207
