#Item	Label	Description	Site on enwiki
Q1308616	La Matanza Partido	partido (district) in Buenos Aires Province in Argentina	La Matanza Partido
Q1314020	galerie Vivienne	gallery in Paris, France	Galerie Vivienne
Q1320740	Häme Province	province of Finland in 1831–1997	Häme Province
Q1321636	Nikolskoye, Kamchatka Krai		Nikolskoye, Kamchatka Krai
Q1321655	Toyo University		Toyo University
Q1322403	Real Academia de Bellas Artes de San Fernando		Real Academia de Bellas Artes de San Fernando
Q1323479	Legislative Assembly of British Columbia	single house of the Parliament of British Columbia	Legislative Assembly of British Columbia
Q1324926	musée des beaux-arts et d'archéologie de Besançon	musée in Besançon, France	Musée des Beaux-Arts et d'archéologie de Besançon
Q1329269	Wharton School of the University of Pennsylvania	business school of the University of Pennsylvania	Wharton School of the University of Pennsylvania
Q1333433	Ecstasy of Saint Theresa	central sculptural group in the Cornaro Chapel, Rome	Ecstasy of Saint Teresa
Q1333965	Volhynian Governorate		Volhynian Governorate
Q1334582	University of Liège		University of Liège
Q1337549	Vaasa Province		Vaasa Province
Q1338277	Sambre-et-Meuse	former French department (1795-1814)	Sambre-et-Meuse
Q1339143	Empangeni		Empangeni
Q1341516	Westminster School	school in Westminster, London, England	Westminster School
Q1346135	University of Akron	public research university located in Akron, Ohio, United States	University of Akron
Q1347765	Nakhichevan-on-Don		Nakhichevan-on-Don
Q1349741	Arundel Cathedral	Roman Catholic cathedral in Arundel, West Sussex, England	Arundel Cathedral
Q1350009	Hermitage Amsterdam	Hermitage	Hermitage Amsterdam
Q1350854	Metropolitan Police Department of the District of Columbia	Law enforcement agency in Washington D.C.	Metropolitan Police Department of the District of Columbia
Q1352282	National Archaeological Museum of Spain		National Archaeological Museum of Spain
Q1353869	Melbourne Museum		Melbourne Museum
Q1356004	Jakarta History Museum		Jakarta History Museum
Q1359686	Altuna Runestone		Altuna Runestone
Q1360064	Michigan Territory	territory of the USA between 1805-1837	Michigan Territory
Q1362670	place des Victoires	square in Paris, France	Place des Victoires
Q1362749	Montreal	crusader castle in Shoubak, Jordan	Montreal (Crusader castle)
Q1363442	Kulturen		Kulturen
Q1364900	Indian Museum		Indian Museum
Q1365002	Phra Bang		Phra Bang
Q1365061	Aizuwakamatsu Castle		Aizuwakamatsu Castle
Q1366119	San Pedro de Macorís Province		San Pedro de Macorís Province
Q1366860	Escaut	former French department (1795-1814)	Escaut (department)
Q1367652	Eshowe	town in KwaZulu-Natal, South Africa	Eshowe
Q1368792	Essequibo	former Dutch colony in Guiana, South America	Essequibo (colony)
Q1370434	Estosadok		Estosadok
Q1372345	Kuopio Province		Kuopio Province
Q1372503	Syria Vilayet	Ottoman province	Syria Vilayet
Q1372937	Uusimaa Province		Uusimaa Province
Q1373064	Galerie Véro-Dodat	covered passage in Paris, France	Galerie Véro-Dodat
Q1373959	Klyuchi, Kamchatka Krai		Klyuchi, Kamchatka Krai
Q1376987	New College	Constituent colleges of the University of Oxford in the United Kingdom	New College, Oxford
Q1381495	Garhwal Kingdom		Garhwal Kingdom
Q1381855	Evenburg		Evenburg
Q1382252	Bergara		Bergara
Q1385946	Silistra Eyalet	Ottoman province	Silistra Eyalet
Q1390630	Ourthe	former French department (1795-1814)	Ourthe (department)
Q1390649	Ufa Governorate		Ufa Governorate
Q1393469	Jemmapes	former French department (1795-1814)	Jemmape (department)
Q1393801	Ruthenian Voivodeship		Ruthenian Voivodeship
Q1393988	City Hall, Helsinki		Helsinki City Hall
Q1395427	Piet Retief, Mpumalanga		Piet Retief, Mpumalanga
Q1400154	Federated Malay States		Federated Malay States
Q1400201	Sant'Alvise	Church in Cannaregio, Venice	Sant'Alvise
Q1400792	Rietburg		Rietburg
Q1402157	Koporye		Koporye
Q1404331	Crossing of the Red Sea		Crossing of the Red Sea (Bronzino)
Q1408860	Bohus Fortress		Bohus Fortress
Q1408867	Carlsten		Carlsten
Q1408923	Karlsborg Fortress		Karlsborg Fortress
Q1413761	Ospedale Maggiore	hospital in Milan	Ospedale Maggiore
Q1414375	Oklahoma Panhandle		Oklahoma Panhandle
Q1414796	Modern Art Museum of Fort Worth		Modern Art Museum of Fort Worth
Q1416087	Aesch Castle		Aesch Castle
Q1416870	Strömsholm Palace		Strömsholm Palace
Q1417226	Nääs Castle		Nääs Castle
Q1418074	Övedskloster Castle		Övedskloster Manor
Q1419555	National Gallery in Prague	museum in Prague	National Gallery in Prague
Q1419574	Kiev Voivodeship		Kiev Voivodeship
Q1419584	Governorate of Livonia		Governorate of Livonia
Q1419633	Royal Anthropological Institute of Great Britain and Ireland		Royal Anthropological Institute of Great Britain and Ireland
Q1420103	Swedish Museum of Natural History	museum in Stockholm, Sweden	Swedish Museum of Natural History
Q1420228	Oregon Territory	territory of the USA between 1848-1859	Oregon Territory
Q1420248	Hoşap Castle		Hoşap Castle
Q1420679	Tazovsky		Tazovsky (rural locality)
Q1420782	Museum of Comparative Zoology		Museum of Comparative Zoology
Q1421440	Fitzwilliam Museum	art and antiquities museum of the University of Cambridge	Fitzwilliam Museum
Q1421888	Ubangi-Shari	former French colony in central Africa	Ubangi-Shari
Q1422235	Pembroke Castle		Pembroke Castle
Q1422806	Alta California	province of New Spain	Alta California
Q1423356	Norwegian Academy of Science and Letters		Norwegian Academy of Science and Letters
Q1424839	Palace of Placentia	English Royal Palace at Greenwich	Palace of Placentia
Q1425202	West Florida	region	West Florida
Q1425322	Kazan Governorate		Kazan Governorate
Q1425428	Newcastle upon Tyne	city in Tyne and Wear, North East England	Newcastle upon Tyne
Q1428178	Strömsholm Canal		Strömsholm Canal
Q1428272	Ramburg		Ramburg
Q1429003	Bardo National Museum		Bardo National Museum
Q1429567	Yanka Kupala National Academic Theatre	theatre in Belarus	Yanka Kupala National Academic Theatre
Q1431259	Toitū Otago Settlers Museum		Toitū Otago Settlers Museum
Q1431800	Khlong Saen Saeb	canal in Bangkok, Thailand	Khlong Saen Saeb
Q1432914	Rörstrand		Rörstrand
Q1435411	Vitebsk Governorate		Vitebsk Governorate
Q1437277	Kiev Governorate		Kiev Governorate
Q1439502	Napoleon as Mars the Peacemaker	statue by Antonio Canova	Napoleon as Mars the Peacemaker
Q1440837	Villeta		Villeta, Cundinamarca
Q1449699	Paradeplatz	extensive green areas in Königsberg	Paradeplatz (Königsberg)
Q1450630	Czartoryski Museum		Czartoryski Museum
Q1452646	Montenotte	former French department in Italy (1805-1814)	Montenotte (department)
Q1452650	Ombrone	former French department in Italy (1808-1814)	Ombrone (department)
Q1456119	Pitt Rivers Museum		Pitt Rivers Museum
Q1457391	Galerie de paléontologie et d'anatomie comparée		Galerie de paléontologie et d'anatomie comparée
Q1458686	Pskov Governorate		Pskov Governorate
Q1458695	University of Kharkiv		University of Kharkiv
Q1464343	Sturefors Castle		Sturefors Castle
Q1464509	National Gallery of Victoria	art museum in Melbourne, Australia	National Gallery of Victoria
Q1464784	Inflanty Voivodeship		Inflanty Voivodeship
Q1465069	Frise	former French department (1811-1814)	Frise (department)
Q1467125	National Museum of Indonesia		National Museum of Indonesia
Q1468874	Willibaldsburg		Willibaldsburg
Q1470276	de Young	fine arts museum located in San Francisco's Golden Gate Park	De Young (museum)
Q1470912	Museo Correr		Museo Correr
Q1471477	Royal Museum of Fine Arts	art museum in Antwerp	Royal Museum of Fine Arts Antwerp
Q1471757	Richards Bay		Richards Bay
Q1474383	City wall of Visby		Visby city wall
Q1475413	Saint Joseph's University	private, coeducational Roman Catholic Jesuit university	Saint Joseph's University
Q1475894	Uppsala Castle		Uppsala Castle
Q1476836	Paul-Ehrlich-Institut		Paul Ehrlich Institute
Q1477512	Moscow State University of Railway Engineering	higher education institution in the field of railway transport in Moscow, Russia	Moscow State University of Railway Engineering
Q1477827	Saint James's Church	church in Stockholm, Sweden	Saint James's Church, Stockholm
Q1478298	Museum of Vancouver		Museum of Vancouver
Q1478632	Gråborg		Gråborg
Q1480575	Ajlun Castle		Ajlun Castle
Q1481707	Älvsborg fortress		Älvsborg fortress
Q1492387	Galleria Nazionale d'Arte Moderna		Galleria Nazionale d'Arte Moderna
Q1493629	Gansbaai	town in the Western Cape, South Africa	Gansbaai
Q1495617	Gastria		Gastria
Q1497827	National Archaeological Museum		National Archaeological Museum (Bulgaria)
Q1501295	Genadendal	town in the Western Cape, South Africa	Genadendal
Q1503458	Howick, KwaZulu-Natal	city in South Africa	Howick, KwaZulu-Natal
Q1506388	Karlevi Runestone		Karlevi Runestone
Q1506615	Guangzhouwan		Guangzhouwan
Q1508342	Manorbier Castle		Manorbier Castle
Q1508541	Meldorfer Gelehrtenschule		Meldorfer Gelehrtenschule
Q1508919	Marengo	former French department in Italy (1802-1814)	Marengo (department)
Q1508927	Méditerranée	former French department in Italy (1808-1814)	Méditerranée
Q1513347	Al-Rawda	archaeological settlement mound in Hama, Syria	Al-Rawda
Q1513848	Tambo Colorado		Tambo Colorado
Q1515214	Royal Military Academy	Military university of Belgium	Royal Military Academy (Belgium)
Q1515798	Linnaean Garden		Linnaean Garden
Q1517405	Sophiatown	suburb of Johannesburg, South Africa	Sophiatown
